,index,Price,Beds,Baths,Post_Time,Address,City,State,Zipcode,Lat,Long
118,118,"$2,095",1 Bed,1 Bath,2d ago,2745 29th Street,NW2745 29th St Nw,Wa,shingt,,
119,119,"$1,910",1 Bed,1 Bath,2d ago,The DrakeOur team has verified this property1355 17th St Nw,Washington,DC, 20036,,
120,120,"$2,495",1 Bed,1 Bath,2d ago,Windermere-HarrowgateOur team has verified this property1825 New Hampshire Ave Nw,Washington,DC, 20009,,
121,121,"$2,242",1 Bed,1 Bath,2d ago,BelvedereOur team has verified this property1301 Massachusetts Ave Nw,Washington,DC, 20005,,
122,122,"$2,659",1 Bed,1 Bath,2d ago,Camden Grand ParcOur team has verified this property910 15th St Nw,Washington,DC, 20005,,
123,123,"$3,143",1 Bed,1 Bath,2d ago,Camden RooseveltOur team has verified this property2101 16th St Nw,Washington,DC, 20009,,
124,124,"$3,000",1 Bed,1 Bath,2d ago,1328 14th St Nw ,Washington,DC, 20005,,
125,125,"$1,799",1 Bed,1 Bath,2d ago,1372 Randolph St Nw ,Washington,DC, 20011,,
126,126,"$2,250",1 Bed,1 Bath,2d ago,1711 Massachusetts Ave Nw ,Washington,DC, 20036,,
127,127,"$1,545",1 Bed,1 Bath,2d ago,806 Kennedy St Nw ,Washington,DC, 20011,,
128,128,"$2,145",1 Bed,1 Bath,2d ago,Avalon First and MOur team has verified this property1160 1st St Ne,Washington,DC, 20002,,
129,129,"$2,100",1 Bed,1 Bath,2d ago,1921 Kalorama Rd Nw ,Washington,DC, 20009,,
130,130,"$2,966",1 Bed,1 Bath,2d ago,455 Eye StreetOur team has verified this property455 I St Nw,Washington,DC, 20001,,
131,131,"$2,910",1 Bed,1 Bath,2d ago,10KOur team has verified this property10 K St Se,Washington,DC, 20003,,
132,132,"$2,425",1 Bed,1 Bath,2d ago,One Hill SouthOur team has verified this property28 K St Se,Washington,DC, 20003,,
133,133,"$1,850",1 Bed,1 Bath,2d ago,1711 T ST NW1711 T St Nw,Washington,DC, 20009,,
134,134,"$1,895",1 Bed,1 Bath,2d ago,1319 Park Rd NW1319 Park Rd Nw,Washington,DC, 20010,,
135,135,"$2,375",1 Bed,1 Bath,2d ago,Varsity On K950 24th St Nw,Washington,DC, 20037,,
136,136,"$2,739",1 Bed,1 Bath,2d ago,Modera SediciOur team has verified this property2700 16th St Nw,Washington,DC, 20009,,
137,137,"$1,845",1 Bed,1 Bath,2d ago,360H StreetOur team has verified this property360 H St Ne,Washington,DC, 20002,,
138,138,"$1,961",1 Bed,1 Bath,2d ago,Avalon The AlbemarleOur team has verified this property4501 Connecticut Ave Nw,Washington,DC, 20008,,
139,139,"$1,540",1 Bed,1 Bath,3d ago,2116 2116 18th Str NWUnit 4 ,Washington,DC, 20009,,
140,140,"$2,930",1 Bed,1 Bath,3d ago,1835 Mintwood Pl Nw ,Washington,DC, 20009,,
141,141,"$2,480",1 Bed,1 Bath,3d ago,2950 Van Ness St Nw ,Washington,DC, 20008,,
142,142,"$2,261",1 Bed,1 Bath,3d ago,2501 PorterOur team has verified this property2501 Porter St Nw,Washington,DC, 20008,,
143,143,"$2,763",1 Bed,1 Bath,3d ago,713 Lamont St NWOur team has verified this property713 Lamont St Nw,Washington,DC, 20010,,
144,144,"$2,288",1 Bed,1 Bath,3d ago,Avalon at Gallery PlaceOur team has verified this property770 5th St Nw,Washington,DC, 20001,,
145,145,"$2,002",1 Bed,1 Bath,3d ago,The Lencshire House3140 Wisconsin Ave Nw,Washington,DC, 20016,,
146,146,"$1,850",1 Bed,1 Bath,3d ago,Vesta Parkside750 Kenilworth Ave Ne,Washington,DC, 20019,,
147,147,"$2,547",1 Bed,1 Bath,3d ago,The Louis1920 14th St Nw,Washington,DC, 20009,,
148,148,"$2,399",1 Bed,1 Bath,3d ago,Hill House Apartments110 D St Se,Washington,DC, 20003,,
149,149,"$2,300",1 Bed,1 Bath,3d ago,2031 13th St Nw ,Washington,DC, 20009,,
150,150,"$2,307",1 Bed,1 Bath,3d ago,Common NoSHAOur team has verified this property2220 11th Street Northwest,Washington,DC, 20001,,
151,151,"$1,323",1 Bed,1 Bath,3d ago,612 12th St NE612 12th St Ne,Washington,DC, 20002,,
