,index,Price,Beds,Baths,Post_Time,Address,City,State,Zipcode,Lat,Long
93,93,"$1,295",1 Bed,1 Bath,2d ago,4232 N. 32nd Street4232 N 32nd St,Phoenix,AZ, 85018,,
94,94,"$1,725",1 Bed,1 Bath,2d ago,2722 N 7th Street2722 N 7th St,Phoenix,AZ, 85006,,
95,95,"$1,095",1 Bed,1 Bath,2d ago,23 Palms Apartments6033 N 23rd Ave,Phoenix,AZ, 85015,,
96,96,"$1,045",1 Bed,1 Bath,2d ago,Harbor ViewOur team has verified this property3816 E Mcdowell Rd,Phoenix,AZ, 85008,,
97,97,"$1,200",1 Bed,1 Bath,2d ago,3511 E Baseline Rd ,Phoenix,AZ, 85042,,
98,98,"$1,075",1 Bed,1 Bath,2d ago,1750 E Bell Rd.1750 E Bell Rd,Phoenix,AZ, 85022,,
99,99,"$1,150",1 Bed,1 Bath,2d ago,21st & Biltmore Apartments4332 N 21st St,Phoenix,AZ, 85016,,
100,100,"$1,250",1 Bed,1 Bath,2d ago,Rise LakesideOur team has verified this property11459 N 28th Dr,Phoenix,AZ, 85029,,
101,101,"$1,325",1 Bed,1 Bath,2d ago,Rise North MountainOur team has verified this property9202 N 19th Ave,Phoenix,AZ, 85021,,
102,102,"$1,250",1 Bed,1 Bath,2d ago,Rise at Canyon WestOur team has verified this property3535 W Camelback Rd,Phoenix,AZ, 85019,,
103,103,"$1,400",1 Bed,1 Bath,2d ago,Rise ThunderbirdOur team has verified this property14020 N Black Canyon Hwy,Phoenix,AZ, 85053,,
104,104,"$1,500",1 Bed,1 Bath,2d ago,Rise at Estrella ParkOur team has verified this property1801 N 83rd Ave,Phoenix,AZ, 85035,,
105,105,"$1,500",1 Bed,1 Bath,2d ago,Rise WestgateOur team has verified this property4405 N 103rd Ave,Phoenix,AZ, 85037,,
106,106,"$1,175",1 Bed,1 Bath,2d ago,Rise at the PreserveOur team has verified this property1502 W Glendale Ave,Phoenix,AZ, 85021,,
107,107,"$1,250",1 Bed,1 Bath,2d ago,Rise SkyviewOur team has verified this property5601 W Mcdowell Rd,Phoenix,AZ, 85035,,
108,108,"$1,300",1 Bed,1 Bath,2d ago,Rise MidtownOur team has verified this property3815 N 16th St,Phoenix,AZ, 85016,,
109,109,"$1,350",1 Bed,1 Bath,2d ago,Rise BiltmoreOur team has verified this property4728 N 15th St,Phoenix,AZ, 85014,,
110,110,"$1,150",1 Bed,1 Bath,2d ago,Rise Desert WestOur team has verified this property6131 W Thomas Rd,Phoenix,AZ, 85033,,
111,111,"$1,246",1 Bed,1 Bath,2d ago,Monaco31Our team has verified this property20244 N 31st Ave,Phoenix,AZ, 85027,,
112,112,"$1,540",1 Bed,1 Bath,2d ago,700 N. 4th St.Our team has verified this property700 N 4th St,Phoenix,AZ, 85004,,
113,113,"$1,953",1 Bed,1 Bath,3d ago,E Camelback Rd,Phoenix,AZ, 85016,,
114,114,"$1,600",1 Bed,1 Bath,3d ago,1416 E Yale St ,Phoenix,AZ, 85006,,
115,115,"$1,330",1 Bed,1 Bath,3d ago,The PalmerOur team has verified this property815 E Bethany Home Rd,Phoenix,AZ, 85014,,
116,116,"$1,160",1 Bed,1 Bath,3d ago,The Urban3601 E Mcdowell Rd,Phoenix,AZ, 85008,,
117,117,"$1,381",1 Bed,1 Bath,3d ago,Tamarron4410 N 99th Ave,Phoenix,AZ, 85037,,
118,118,"$1,555",1 Bed,1 Bath,3d ago,The Logan at Osborn240 W Osborn Rd,Phoenix,AZ, 85013,,
119,119,"$1,195",1 Bed,1 Bath,3d ago,4236 N 14th St.; 4231 N. 13th Pl.4236 4236 N 14th St.; 4231 N. 13th Pl.,Phoenix,AZ, 85014,,
120,120,"$1,395",1 Bed,1 Bath,3d ago,325 N 15th St ,Phoenix,AZ, 85006,,
121,121,"$1,282",1 Bed,1 Bath,3d ago,17617 N 9th St,Phoenix,AZ, 85022,,
122,122,"$1,149",1 Bed,1 Bath,3d ago,3434 E Mcdowell Rd,Phoenix,AZ, 85008,,
123,123,"$1,284",1 Bed,1 Bath,3d ago,3623 N 5th Ave,Phoenix,AZ, 85013,,
124,124,"$1,376",1 Bed,1 Bath,3d ago,The Cortina11 E Bell Rd,Phoenix,AZ, 85022,,
125,125,"$1,625",1 Bed,1 Bath,3d ago,MV on 3rd302 E Monte Vista Rd,Phoenix,AZ, 85004,,
126,126,"$1,629",1 Bed,1 Bath,3d ago,Park On Bell110 W Bell Rd,Phoenix,AZ, 85023,,
127,127,"$1,130",1 Bed,1 Bath,3d ago,Camelback FlatsOur team has verified this property5128 N 15th St,Phoenix,AZ, 85014,,
128,128,"$1,080",1 Bed,1 Bath,3d ago,Omnia on Thomas1645 E Thomas Rd,Phoenix,AZ, 85016,,
129,129,"$1,451",1 Bed,1 Bath,3d ago,Avenue 25Our team has verified this property18250 N 25th Ave,Phoenix,AZ, 85023,,
130,130,"$1,599",1 Bed,1 Bath,3d ago,LydianOur team has verified this property1314 N 3rd St,Phoenix,AZ, 85004,,
131,131,"$1,669",1 Bed,1 Bath,3d ago,Avilla Magnolia75th Ave & Lower Buckeye 2525 S 75th Ave,Phoenix,AZ, 85034,,
132,132,"$2,055",1 Bed,1 Bath,4d ago,5151 E Guadalupe RdOur team has verified this property5151 E Guadalupe Rd ,Phoenix,AZ, 85044,,
133,133,"$2,927",1 Bed,1 Bath,4d ago,4900 N 44th St,"4900 N 44th St,Our team has verified this property4900 N 44th St ",008,Ph,"oenix,",
134,134,"$2,085",1 Bed,1 Bath,4d ago,13021 S 48th StOur team has verified this property13021 S 48th St ,Phoenix,AZ, 85044,,
135,135,"$2,142",1 Bed,1 Bath,4d ago,34807 N 32nd DrOur team has verified this property34807 N 32nd Dr ,Phoenix,AZ, 85086,,
136,136,"$1,275",1 Bed,1 Bath,4d ago,The Marlowe2950 N 46th St,Phoenix,AZ, 85018,,
137,137,"$1,600",1 Bed,1 Bath,4d ago,1416-1418 E Mckinley St1416 E Mckinley St,Phoenix,AZ, 85006,,
138,138,"$1,580",1 Bed,1 Bath,4d ago,Circa Central Avenue1505 N Central Ave,Phoenix,AZ, 85004,,
139,139,"$1,495",1 Bed,1 Bath,4d ago,3810 N Maryvale Pkwy ,Phoenix,AZ, 85031,,
140,140,"$1,600",1 Bed,1 Bath,4d ago,Via 214111 N 21st St,Phoenix,AZ, 85016,,
141,141,"$1,225",1 Bed,1 Bath,4d ago,Tides on East CactusOur team has verified this property2645 E Cactus Rd,Phoenix,AZ, 85032,,
142,142,"$1,300",1 Bed,1 Bath,4d ago,4750 N Central Ave,Phoenix,AZ, 85012,,
143,143,"$1,200",1 Bed,1 Bath,4d ago,Papago ViewOur team has verified this property3710 E Mcdowell Rd,Phoenix,AZ, 85008,,
144,144,"$1,195",1 Bed,1 Bath,4d ago,3043 N 36th St3043 N 36th St,Phoenix,AZ, 85018,,
145,145,"$1,295",1 Bed,1 Bath,4d ago,Tides on OsbornOur team has verified this property1502 E Osborn Rd,Phoenix,AZ, 85014,,
146,146,"$1,150",1 Bed,1 Bath,4d ago,Canyon 35Our team has verified this property4336 N 35th Ave,Phoenix,AZ, 85017,,
147,147,"$1,600",1 Bed,1 Bath,4d ago,56 North Phase II21021 N 56th St,Phoenix,AZ, 85254,,
148,148,"$1,815",1 Bed,1 Bath,4d ago,Palazzo Townhomes886 N Cofco Center Ct,Phoenix,AZ, 85008,,
149,149,"$1,140",1 Bed,1 Bath,4d ago,Allora PhoenixOur team has verified this property2250 W Glendale Ave,Phoenix,AZ, 85021,,
150,150,"$1,245",1 Bed,1 Bath,4d ago,Villas on BellOur team has verified this property4045 West Bell Road,Phoenix,AZ, 85053,,
151,151,"$1,607",1 Bed,1 Bath,5d+ ago,Alta Warehouse District402 W Lincoln St,Phoenix,AZ, 85003,,
152,152,"$1,635",1 Bed,1 Bath,5d+ ago,Acero North Valley33500 N North Valley Pkwy,Phoenix,AZ, 85085,,
153,153,"$1,600",1 Bed,1 Bath,5d+ ago,N 16th St & E Roosevelt St,Phoenix,AZ, 85006,,
154,154,"$1,600",1 Bed,1 Bath,5d+ ago,3825 E Camelback Rd ,Phoenix,AZ, 85018,,
155,155,"$1,295",1 Bed,1 Bath,5d+ ago,Tides on West Indian SchoolOur team has verified this property8130 W Indian School Rd,Phoenix,AZ, 85033,,
156,156,"$1,295",1 Bed,1 Bath,5d+ ago,2013 N 49th St,Phoenix,AZ, 85008,,
157,157,"$1,299",1 Bed,1 Bath,5d+ ago,2339 W. Northern Avenue2339 W Northern Ave,Phoenix,AZ, 85021,,
158,158,"$1,095",1 Bed,1 Bath,5d+ ago,4435 - 4436 N 8th Avenue4435 4435 - 4436 N 8th Avenue,Phoenix,AZ, 85013,,
159,159,"$1,320",1 Bed,1 Bath,5d+ ago,925 E Mckinley St ,Phoenix,AZ, 85006,,
160,160,"$1,350",1 Bed,1 Bath,5d+ ago,"Ask about our ""Look and Lease"" specials......80 W Maryland Ave",Phoenix,AZ, 85013,,
161,161,"$1,461",1 Bed,1 Bath,5d+ ago,Mountainside3625 E Ray Rd,Phoenix,AZ, 85044,,
162,162,"$1,220",1 Bed,1 Bath,5d+ ago,Villas De Azul ApartmentsOur team has verified this property2627 N 45th Ave,Phoenix,AZ, 85035,,
163,163,"$1,040",1 Bed,1 Bath,5d+ ago,2025 West ApartmentOur team has verified this property2025 W Indian School Rd,Phoenix,AZ, 85015,,
164,164,"$1,250",1 Bed,1 Bath,5d+ ago,S29Our team has verified this property2912 E Indian School Rd,Phoenix,AZ, 85016,,
165,165,"$1,300",1 Bed,1 Bath,5d+ ago,621 N 6th Ave ,Phoenix,AZ, 85003,,
166,166,"$1,260",1 Bed,1 Bath,5d+ ago,Serafina at South MountainOur team has verified this property11025 S 51st St,Phoenix,AZ, 85044,,
167,167,"$1,150",1 Bed,1 Bath,5d+ ago,17840 N Black Canyon Hwy,Phoenix,AZ, 85053,,
168,168,"$1,759",1 Bed,1 Bath,5d+ ago,N 2nd Ave,Phoenix,AZ, 85003,,
