,index,Price,Beds,Baths,Post_Time,Address,City,State,Zipcode,Lat,Long
140,140,"$2,500",1 Bed,1 Bath,2d ago,4109 E 10th Ave ,Denver,CO, 80220,,
141,141,"$2,120",1 Bed,1 Bath,2d ago,3405 W 32nd Ave ,Denver,CO, 80211,,
142,142,"$2,400",1 Bed,1 Bath,2d ago,3234 Navajo St ,Denver,CO, 80211,,
143,143,"$2,380",1 Bed,1 Bath,2d ago,99 S Broadway ,Denver,CO, 80209,,
144,144,"$2,340",1 Bed,1 Bath,2d ago,99 S Broadway ,Denver,CO, 80209,,
145,145,"$2,800",1 Bed,1 Bath,2d ago,1490 Delgany St ,Denver,CO, 80202,,
146,146,"$2,380",1 Bed,1 Bath,2d ago,99 S Broadway ,Denver,CO, 80209,,
147,147,"$2,800",1 Bed,1 Bath,2d ago,1490 Delgany St ,Denver,CO, 80202,,
148,148,"$2,210",1 Bed,1 Bath,2d ago,2049 S Columbine St ,Denver,CO, 80210,,
149,149,"$2,600",1 Bed,1 Bath,2d ago,140 W 10th Ave ,Denver,CO, 80204,,
150,150,"$2,350",1 Bed,1 Bath,2d ago,99 S Broadway ,Denver,CO, 80209,,
151,151,"$2,880",1 Bed,1 Bath,2d ago,2298 W 28th Ave ,Denver,CO, 80211,,
152,152,"$3,150",1 Bed,1 Bath,2d ago,816 Acoma St ,Denver,CO, 80204,,
153,153,"$2,570",1 Bed,1 Bath,2d ago,2100 Welton St ,Denver,CO, 80205,,
154,154,"$2,350",1 Bed,1 Bath,2d ago,1490 Delgany St ,Denver,CO, 80202,,
155,155,"$2,380",1 Bed,1 Bath,2d ago,3885 Tennyson St ,Denver,CO, 80212,,
156,156,"$2,260",1 Bed,1 Bath,2d ago,1586 Hooker St ,Denver,CO, 80204,,
157,157,"$2,130",1 Bed,1 Bath,2d ago,3405 W 32nd Ave ,Denver,CO, 80211,,
158,158,"$2,050",1 Bed,1 Bath,2d ago,3405 W 32nd Ave ,Denver,CO, 80211,,
159,159,"$1,390",1 Bed,1 Bath,2d ago,Poets RowOur team has verified this property1035 N Sherman St,Denver,CO, 80203,,
160,160,"$1,745",1 Bed,1 Bath,2d ago,The HooperOur team has verified this property2600 Welton St,Denver,CO, 80205,,
161,161,"$1,797",1 Bed,1 Bath,2d ago,Cirrus1590 Grove St,Denver,CO, 80204,,
162,162,"$1,710",1 Bed,1 Bath,2d ago,Jux ApartmentsOur team has verified this property821 N Corona St,Denver,CO, 80218,,
163,163,"$1,255",1 Bed,1 Bath,2d ago,Topaz ApartmentsOur team has verified this property1961 S Josephine St,Denver,CO, 80210,,
164,164,"$2,312",1 Bed,1 Bath,2d ago,8155 East Fairmount Dr.Our team has verified this property8155 E Fairmount Dr,Denver,CO, 80230,,
165,165,"$2,260",1 Bed,1 Bath,2d ago,17607 E 61st AveOur team has verified this property17607 E 61st Ave ,Denver,CO, 80249,,
166,166,"$3,300",1 Bed,1 Bath,2d ago,3377 Blake St,Denver,CO, 80205,,
167,167,"$1,580",1 Bed,1 Bath,2d ago,99 Corona St.99 N Corona St,Denver,CO, 80218,,
168,168,"$1,899",1 Bed,1 Bath,2d ago,Camden RiNoOur team has verified this property3235 Larimer St,Denver,CO, 80205,,
169,169,"$1,350",1 Bed,1 Bath,2d ago,The Sylvia MaeOur team has verified this property1285 N Clarkson St,Denver,CO, 80218,,
170,170,"$1,050",1 Bed,1 Bath,2d ago,Grant PlaceOur team has verified this property321 E 18th Ave,Denver,CO, 80203,,
171,171,"$1,420",1 Bed,1 Bath,2d ago,960 GrantOur team has verified this property960 N Grant St,Denver,CO, 80203,,
172,172,"$1,710",1 Bed,1 Bath,2d ago,1311 CookOur team has verified this property1311 Cook St,Denver,CO, 80206,,
173,173,"$1,225",1 Bed,1 Bath,2d ago,Congress Park TerraceOur team has verified this property1335 Columbine St,Denver,CO, 80206,,
174,174,"$1,155",1 Bed,1 Bath,2d ago,Lofts @ 1418Our team has verified this property1418 Adams St,Denver,CO, 80206,,
175,175,"$1,105",1 Bed,1 Bath,2d ago,The RaleighOur team has verified this property1221 N Washington St,Denver,CO, 80203,,
176,176,"$1,235",1 Bed,1 Bath,2d ago,City Park TerraceOur team has verified this property1580 Detroit St,Denver,CO, 80206,,
177,177,"$1,728",1 Bed,1 Bath,2d ago,SB1K Apartments1050 S Broadway,Denver,CO, 80209,,
178,178,"$2,350",1 Bed,1 Bath,2d ago,1050 Cherokee St ,Denver,CO, 80204,,
179,179,"$1,375",1 Bed,1 Bath,2d ago,The Clermont1515 Clermont St,Denver,CO, 80220,,
180,180,"$1,175",1 Bed,1 Bath,2d ago,2101 E Harvard AveOur team has verified this property2101 E Harvard Ave,Denver,CO, 80210,,
181,181,"$1,640",1 Bed,1 Bath,2d ago,Station A ApartmentsOur team has verified this property4550 Kittredge St,Denver,CO, 80239,,
182,182,"$1,250",1 Bed,1 Bath,2d ago,The Executive House330 E 10th Ave,Denver,CO, 80203,,
183,183,"$1,886",1 Bed,1 Bath,2d ago,Decatur Point2700 Decatur St,Denver,CO, 80211,,
184,184,"$1,891",1 Bed,1 Bath,2d ago,Premier Lofts2200 Market St,Denver,CO, 80205,,
185,185,"$2,892",1 Bed,1 Bath,2d ago,Coda100 Steele St,Denver,CO, 80206,,
186,186,"$1,370",1 Bed,1 Bath,2d ago,Harvey Allen ApartmentsOur team has verified this property205 S Grant St,Denver,CO, 80209,,
187,187,"$1,100",1 Bed,1 Bath,2d ago,Lee ManorOur team has verified this property1065 N Pennsylvania St,Denver,CO, 80203,,
188,188,"$1,625",1 Bed,1 Bath,2d ago,Highland Junction ApartmentsOur team has verified this property3785 Yates St,Denver,CO, 80212,,
189,189,"$1,200",1 Bed,1 Bath,2d ago,3625 South Verbena Street3625 S Verbena St,Denver,CO, 80237,,
190,190,"$1,900",1 Bed,1 Bath,2d ago,2428 Tremont Pl ,Denver,CO, 80205,,
191,191,"$1,400",1 Bed,1 Bath,2d ago,801 N. Dahlia Street801 Dahlia St,Denver,CO, 80220,,
192,192,"$1,825",1 Bed,1 Bath,2d ago,MiloOur team has verified this property4109 E 10th Ave,Denver,CO, 80220,,
193,193,"$1,525",1 Bed,1 Bath,2d ago,X at Sloan's1516 Xavier St,Denver,CO, 80204,,
194,194,"$1,310",1 Bed,1 Bath,2d ago,Shenandoah ApartmentsOur team has verified this property1010 N Emerson St,Denver,CO, 80218,,
195,195,"$1,342",1 Bed,1 Bath,2d ago,1020 LincolnOur team has verified this property1020 N Lincoln St,Denver,CO, 80203,,
196,196,"$1,603",1 Bed,1 Bath,2d ago,The ClarksonOur team has verified this property1756 N Clarkson St,Denver,CO, 80218,,
197,197,"$1,425",1 Bed,1 Bath,2d ago,PranaOur team has verified this property550 N Logan St,Denver,CO, 80203,,
198,198,"$1,164",1 Bed,1 Bath,2d ago,Flats on 29th St.Our team has verified this property417 29th St,Denver,CO, 80205,,
199,199,"$1,435",1 Bed,1 Bath,2d ago,Del PradoOur team has verified this property1510 E 9th Ave,Denver,CO, 80218,,
200,200,"$2,175",1 Bed,1 Bath,2d ago,Latitude 40Our team has verified this property370 E 11th Ave,Denver,CO, 80203,,
201,201,"$1,189",1 Bed,1 Bath,2d ago,Columbine EastOur team has verified this property1201 Columbine St,Denver,CO, 80206,,
202,202,"$1,900",1 Bed,1 Bath,2d ago,AVA RiNoOur team has verified this property2600 Lawrence St,Denver,CO, 80205,,
203,203,"$1,775",1 Bed,1 Bath,2d ago,999 S Logan St.999 S Logan St,Denver,CO, 80209,,
204,204,"$1,725",1 Bed,1 Bath,2d ago,300 S. Logan Street300 S Logan St,Denver,CO, 80209,,
205,205,"$1,299",1 Bed,1 Bath,2d ago,The Collective GlendaleOur team has verified this property1250 South Clermont Street,Denver,CO, 80246,,
206,206,"$2,058",1 Bed,1 Bath,2d ago,AMLI Park Avenue755 E 19th Ave,Denver,CO, 80203,,
207,207,"$1,346",1 Bed,1 Bath,2d ago,ReNew on Stout1531 Stout St,Denver,CO, 80202,,
208,208,"$1,940",1 Bed,1 Bath,2d ago,Belmont Buckingham1050 N Sherman St,Denver,CO, 80203,,
209,209,"$1,749",1 Bed,1 Bath,2d ago,Modera Observatory ParkOur team has verified this property1910 S Josephine St,Denver,CO, 80210,,
210,210,"$1,400",1 Bed,1 Bath,2d ago,59 CoronaOur team has verified this property59 N Corona St,Denver,CO, 80218,,
211,211,"$1,413",1 Bed,1 Bath,2d ago,Belle on the ParkOur team has verified this property1295 Race St,Denver,CO, 80206,,
212,212,"$1,325",1 Bed,1 Bath,2d ago,The MasonOur team has verified this property1041 N Ogden St,Denver,CO, 80218,,
213,213,"$1,175",1 Bed,1 Bath,2d ago,1465 JerseyOur team has verified this property1465 Jersey St,Denver,CO, 80220,,
214,214,"$1,415",1 Bed,1 Bath,2d ago,The QuadOur team has verified this property10 S Emerson St,Denver,CO, 80209,,
215,215,"$1,195",1 Bed,1 Bath,2d ago,Logan PlaceOur team has verified this property236 S Logan St,Denver,CO, 80209,,
216,216,"$1,275",1 Bed,1 Bath,2d ago,1402 RaceOur team has verified this property1402 Race St,Denver,CO, 80206,,
217,217,"$1,445",1 Bed,1 Bath,2d ago,24 PlaceOur team has verified this property2421 S Gaylord St,Denver,CO, 80210,,
218,218,"$1,345",1 Bed,1 Bath,2d ago,The LarkOur team has verified this property1050 N Ogden St,Denver,CO, 80218,,
219,219,"$1,275",1 Bed,1 Bath,2d ago,Logan CourtOur team has verified this property166 S Logan St,Denver,CO, 80209,,
220,220,"$1,330",1 Bed,1 Bath,2d ago,The MetOur team has verified this property1265 N Emerson St,Denver,CO, 80218,,
221,221,"$2,284",1 Bed,1 Bath,3d ago,Bromwell355 N Logan St,Denver,CO, 80203,,
222,222,"$1,117",1 Bed,1 Bath,3d ago,Villas on 76th2002 W 76th Ave,Denver,CO, 80221,,
223,223,"$1,980",1 Bed,1 Bath,3d ago,Radius UptownOur team has verified this property1935 N Logan St,Denver,CO, 80203,,
224,224,"$1,025",1 Bed,1 Bath,3d ago,Warren Park5605 W Warren Ave,Denver,CO, 80227,,
225,225,"$1,728",1 Bed,1 Bath,3d ago,TwentyOne01 on MarketOur team has verified this property2101 Market St,Denver,CO, 80205,,
226,226,"$1,647",1 Bed,1 Bath,3d ago,Edge DTC7500 E Quincy Ave,Denver,CO, 80237,,
227,227,"$2,141",1 Bed,1 Bath,3d ago,The Henry201 E Mississippi Ave,Denver,CO, 80209,,
